0.31637  	0.13404  	-0.1080  	-0.5434  	-0.4517  	-0.3345  	0.19306  	0.30018  	0.33767  	0.19776  	0.17350  	0.43870  	0.23521  	-0.2170  	-0.4940  	0.61319  	0.16572  	0.11033  	0.34977  	0.19988  	0.29790  	0.37956  	-0.1729  	0.24227  	0.12231  	-0.1237  	0.04379  	-0.6291  	-0.6446  	0.08612  	0.17694  	0.22677  	0.10371  	-0.1047  	0.31557  	-0.0698  	0.36047  	0.13842  	-0.4535  	0.15976  	0.37400  	0.07323  	0.01231  	0.38656  	0.02888  	-0.0597  	0.00247  	0.06967  	0.05600  	-0.0878  	-0.0432  	-0.0189  	-0.0280  	0.03225  	-0.0421  	-0.0198  	-0.0139  	0.00279  	-0.0360  	0.01465  	-0.0032  	-0.0156  	0.05068  	-0.0076  	0.15488  	-0.0218  	0.01019  	0.00962  	-0.0177  	0.51674  	
0.18614  	0.10707  	-0.1597  	-0.6133  	-0.3964  	-0.4278  	0.18913  	0.17294  	0.27091  	0.29454  	0.18607  	0.41251  	0.20615  	-0.3532  	-0.7330  	0.63033  	0.09950  	0.21574  	0.35347  	0.32241  	0.15073  	0.32237  	-0.2849  	0.18037  	0.16122  	-0.1247  	-0.0711  	-0.4359  	-0.5214  	0.08123  	0.16746  	0.19825  	0.10919  	-0.0895  	0.30750  	0.04863  	0.26267  	0.07724  	-0.4254  	0.20550  	0.38796  	0.10004  	-0.0180  	0.36633  	0.03571  	-0.0549  	0.00361  	0.07444  	0.04644  	-0.0815  	-0.0190  	-0.0215  	-0.0264  	0.02592  	-0.0420  	-0.0167  	-0.0036  	0.00570  	-0.0301  	0.00837  	-0.0034  	-0.0237  	0.05150  	-0.0108  	0.15488  	-0.0218  	0.01019  	0.00962  	-0.0177  	0.51674  	
0.00254  	0.02178  	-0.3189  	-0.7215  	-0.3880  	-0.5569  	0.17238  	0.03542  	0.22597  	0.47478  	0.22289  	0.43985  	0.16096  	-0.5329  	-0.9640  	0.69465  	0.08597  	0.31376  	0.33506  	0.41106  	-0.1463  	0.28387  	-0.3839  	0.07572  	0.15011  	-0.0996  	-0.2266  	-0.2125  	-0.3542  	0.08771  	0.18204  	0.19123  	0.11715  	-0.0798  	0.18571  	0.14399  	0.07728  	0.02891  	-0.3543  	0.25771  	0.44758  	0.07832  	0.02123  	0.37863  	0.02633  	-0.0619  	0.01255  	0.07311  	0.05653  	-0.0941  	-0.0149  	-0.0247  	-0.0315  	0.02309  	-0.0346  	-0.0425  	0.00215  	0.00309  	-0.0317  	0.00282  	-0.0095  	-0.0177  	0.06789  	-0.0023  	0.15488  	-0.0218  	0.01019  	0.00962  	-0.0177  	0.51674  	
-0.1853  	-0.0512  	-0.4008  	-0.8441  	-0.5175  	-0.7098  	0.17567  	0.00168  	0.15949  	0.52080  	0.17980  	0.39726  	0.15923  	-0.5642  	-1.0952  	0.54556  	0.08269  	0.32869  	0.34561  	0.40272  	-0.1929  	0.31628  	-0.3820  	0.05626  	0.22917  	-0.0948  	-0.1809  	-0.1817  	-0.2406  	0.10585  	0.17991  	0.19663  	0.06553  	-0.0867  	0.10224  	0.21117  	0.02965  	0.02730  	-0.3248  	0.27824  	0.48923  	0.07384  	0.02742  	0.40286  	0.03932  	-0.0789  	0.00853  	0.08096  	0.05834  	-0.1041  	-0.0209  	-0.0243  	-0.0294  	0.02611  	-0.0341  	-0.0424  	0.00689  	0.00123  	-0.0282  	0.00864  	-0.0074  	-0.0208  	0.07120  	-0.0018  	0.15488  	-0.0218  	0.01019  	0.00962  	-0.0177  	0.51674  	
-0.4575  	-0.0883  	-0.5608  	-0.9656  	-0.5058  	-0.8622  	0.20241  	-0.0353  	0.16213  	0.53197  	0.23284  	0.38800  	0.12943  	-0.6093  	-1.1352  	0.51553  	0.10057  	0.24845  	0.35989  	0.37497  	-0.1706  	0.34125  	-0.3178  	0.13401  	0.23469  	-0.0923  	-0.1479  	-0.2593  	-0.2940  	0.12723  	0.18154  	0.17459  	0.04076  	-0.0991  	0.10273  	0.23007  	0.06378  	0.01005  	-0.3685  	0.22949  	0.46824  	0.08206  	-0.0004  	0.37321  	0.04817  	-0.0665  	0.01867  	0.05190  	0.06277  	-0.0847  	-0.0267  	-0.0276  	-0.0334  	0.02307  	-0.0349  	-0.0410  	0.00137  	0.00368  	-0.0207  	0.00883  	-0.0103  	-0.0197  	0.06121  	-0.0068  	0.15488  	-0.0218  	0.01019  	0.00962  	-0.0177  	0.51674  	
-0.6468  	-0.1658  	-0.6425  	-1.2122  	-0.6181  	-1.0286  	0.12944  	-0.0845  	0.11765  	0.53404  	0.34884  	0.30118  	0.15497  	-0.6109  	-1.0138  	0.27776  	0.15704  	0.23928  	0.36546  	0.28476  	-0.0909  	0.33437  	-0.2366  	0.14468  	0.20366  	-0.0606  	-0.1743  	-0.3651  	-0.3528  	0.09463  	0.24141  	0.14710  	0.05875  	-0.1031  	0.05703  	0.15541  	0.09073  	0.02034  	-0.3634  	0.22202  	0.45148  	0.09032  	-0.0199  	0.35969  	0.05315  	-0.0575  	0.01152  	0.04974  	0.03741  	-0.0755  	-0.0479  	-0.0238  	-0.0278  	0.02629  	-0.0383  	-0.0521  	-0.0081  	0.00058  	-0.0298  	0.01309  	-0.0077  	-0.0126  	0.04652  	-0.0141  	0.15488  	-0.0218  	0.01019  	0.00962  	-0.0177  	0.51674  	
-0.5167  	-0.0837  	-0.4779  	-1.1629  	-0.6294  	-0.9444  	0.13192  	-0.0224  	0.14857  	0.43318  	0.33660  	0.28899  	0.09919  	-0.5841  	-1.0229  	0.32945  	0.14524  	0.23938  	0.37881  	0.29497  	-0.0128  	0.33950  	-0.1952  	0.13133  	0.14922  	-0.0531  	-0.0927  	-0.4007  	-0.3838  	0.09516  	0.24189  	0.13927  	0.06607  	-0.1035  	0.08933  	0.12001  	0.12927  	0.03504  	-0.4069  	0.21474  	0.48497  	0.07825  	0.00320  	0.39214  	0.05453  	-0.0722  	0.01127  	0.04853  	0.03076  	-0.0926  	-0.0353  	-0.0281  	-0.0327  	0.02343  	-0.0476  	-0.0346  	-0.0052  	0.00268  	-0.0299  	0.01126  	-0.0036  	-0.0169  	0.04981  	-0.0135  	0.15488  	-0.0218  	0.01019  	0.00962  	-0.0177  	0.51674  	
-0.1835  	-0.0380  	-0.3342  	-0.8821  	-0.5152  	-0.6380  	0.14242  	0.05992  	0.19953  	0.43588  	0.16648  	0.40224  	0.14929  	-0.6099  	-1.0411  	0.50995  	0.13371  	0.25536  	0.38289  	0.37011  	-0.1033  	0.32854  	-0.2372  	0.10197  	0.16337  	-0.0592  	-0.2087  	-0.2813  	-0.3319  	0.07744  	0.20586  	0.15762  	0.06819  	-0.0966  	0.08898  	0.11567  	0.13360  	0.03807  	-0.3519  	0.23083  	0.49093  	0.06534  	0.02725  	0.39913  	0.05101  	-0.0698  	0.00814  	0.06624  	0.05519  	-0.0936  	-0.0279  	-0.0302  	-0.0377  	0.01822  	-0.0324  	-0.0412  	0.00150  	0.00637  	-0.0340  	-0.0033  	-0.0128  	-0.0255  	0.06172  	0.00448  	0.15488  	-0.0218  	0.01019  	0.00962  	-0.0177  	0.51674  	
-0.0903  	0.01487  	-0.2644  	-0.8225  	-0.4474  	-0.6432  	0.10250  	0.05247  	0.20696  	0.51379  	0.23582  	0.49583  	0.12527  	-0.6058  	-1.0320  	0.59389  	0.11071  	0.25037  	0.37350  	0.41310  	-0.0878  	0.31387  	-0.3201  	0.07933  	0.13558  	-0.0884  	-0.2520  	-0.2727  	-0.3237  	0.08832  	0.17976  	0.18341  	0.07066  	-0.0964  	0.10936  	0.13629  	0.12344  	0.04206  	-0.3567  	0.24951  	0.47349  	0.05715  	0.03573  	0.39300  	0.02537  	-0.0663  	0.01405  	0.07279  	0.06053  	-0.0976  	-0.0185  	-0.0316  	-0.0326  	0.02202  	-0.0383  	-0.0423  	0.00568  	0.00169  	-0.0329  	0.00390  	-0.0130  	-0.0241  	0.05493  	-0.0068  	0.15488  	-0.0218  	0.01019  	0.00962  	-0.0177  	0.51674  	
-0.1209  	-0.0427  	-0.2820  	-0.8630  	-0.5126  	-0.6239  	0.15141  	0.01477  	0.18829  	0.47361  	0.24372  	0.41456  	0.10726  	-0.6365  	-1.0941  	0.61435  	0.09930  	0.30363  	0.36074  	0.39157  	-0.1550  	0.28950  	-0.3725  	0.06481  	0.17299  	-0.0998  	-0.2136  	-0.2274  	-0.3131  	0.09321  	0.18492  	0.19668  	0.07509  	-0.0930  	0.13388  	0.18388  	0.08178  	0.04013  	-0.3531  	0.26579  	0.47072  	0.07968  	0.02932  	0.38451  	0.03406  	-0.0669  	0.00556  	0.06475  	0.06401  	-0.0948  	-0.0194  	-0.0296  	-0.0284  	0.02672  	-0.0340  	-0.0374  	0.00508  	0.00359  	-0.0345  	0.00550  	-0.0132  	-0.0186  	0.06046  	-0.0042  	0.15488  	-0.0218  	0.01019  	0.00962  	-0.0177  	0.51674  	
